Category,Variable,Region,Lag (months),Lagged Correlation,p-value,p_value
EVI,EVI,Marine West Coast Forest,5,-0.0690825758967275,0.2679805750393066,
EVI,EVI,Marine West Coast Forest,6,-0.0404282901396567,0.5179648979199432,
EVI,EVI,Marine West Coast Forest,7,-0.0011764377210693,0.9850263398920316,
EVI,EVI,Marine West Coast Forest,8,-0.0231834058094576,0.7120018851785124,
EVI,EVI,Marine West Coast Forest,9,0.0026517957556481,0.9663888395769002,
EVI,EVI,Marine West Coast Forest,10,0.0277658311406864,0.6596352715351972,
EVI,EVI,Marine West Coast Forest,11,-0.0412929917519775,0.5132202432031345,
EVI,EVI,Marine West Coast Forest,12,-0.0541472609683334,0.3920443698115468,
EVI,EVI,Marine West Coast Forest,13,-0.0636615844699209,0.3151019490332605,
EVI,EVI,Marine West Coast Forest,14,-0.0470953204413451,0.4584981953371013,
EVI,EVI,Marine West Coast Forest,15,-0.0438706405145891,0.4907505186257738,
EVI,EVI,Marine West Coast Forest,16,-0.1055425615359018,0.0972521384428669,
EVI,EVI,Marine West Coast Forest,17,-0.1143587704154918,0.0728031948408477,
EVI,EVI,Marine West Coast Forest,18,-0.0474945184296818,0.4583618723450504,
EVI,EVI,Marine West Coast Forest,19,-0.0323894521988008,0.6138996514701631,
EVI,EVI,Marine West Coast Forest,20,-0.0367132871219701,0.5681843923828173,
EVI,EVI,Marine West Coast Forest,21,-0.0377296445049954,0.5583307013544807,
EVI,EVI,Marine West Coast Forest,22,-0.0574341692946589,0.3736943827320843,
EVI,EVI,Marine West Coast Forest,23,-0.0436181828059129,0.5003516248091229,
EVI,EVI,Marine West Coast Forest,24,-0.0401197441015304,0.5362217002438237,
EVI,EVI,Marine West Coast Forest,25,-0.0625737699447359,0.3354272819910801,
EVI,EVI,Marine West Coast Forest,26,-0.087129960915246,0.1803598838748537,
EVI,EVI,Marine West Coast Forest,27,-0.0800241542513603,0.2196677293356048,
EVI,EVI,Marine West Coast Forest,28,-0.0213705891721995,0.7439739316003326,
EVI,EVI,Marine West Coast Forest,29,-0.0426957899018019,0.5148392020812429,
EVI,EVI,Marine West Coast Forest,30,-0.0824654619657285,0.2088023188928456,
SPEI,SPEI3,North American Deserts,0,-0.0562416866721808,,
SPEI,SPEI3,North American Deserts,1,-0.1083707839278693,,
SPEI,SPEI3,North American Deserts,2,-0.0104585739051835,,
SPEI,SPEI3,North American Deserts,3,0.051277142713615,,
SPEI,SPEI3,North American Deserts,4,0.047460096118009,,
SPEI,SPEI3,North American Deserts,5,-0.0060010667380767,,
SPEI,SPEI3,North American Deserts,6,-0.0512517367962874,,
SPEI,SPEI3,North American Deserts,7,-0.0181321575730384,,
SPEI,SPEI3,North American Deserts,8,-0.0289611383288698,,
SPEI,SPEI3,North American Deserts,9,-0.0302262159298571,,
SPEI,SPEI3,North American Deserts,10,-0.1117212847013873,,
SPEI,SPEI3,North American Deserts,11,-0.0606301423279115,,
SPEI,SPEI3,North American Deserts,12,-0.0887226810320787,,
SPEI,SPEI3,North American Deserts,13,0.0816079154153055,,
SPEI,SPEI3,North American Deserts,14,0.1053168723945459,,
SPEI,SPEI3,North American Deserts,15,0.0830838670461159,,
SPEI,SPEI3,North American Deserts,16,0.0797357123581628,,
SPEI,SPEI3,North American Deserts,17,0.0638377130136907,,
SPEI,SPEI3,North American Deserts,18,0.1057117718581857,,
SPEI,SPEI3,North American Deserts,19,0.1024799311813368,,
SPEI,SPEI3,North American Deserts,20,0.1340774744825033,,
SPEI,SPEI3,North American Deserts,21,0.0552809131910922,,
SPEI,SPEI3,North American Deserts,22,0.0081993534675127,,
SPEI,SPEI3,North American Deserts,23,-0.0640156076834107,,
SPEI,SPEI3,North American Deserts,24,0.0188552735760254,,
SPEI,SPEI3,North American Deserts,25,0.059254266198617,,
SPEI,SPEI3,North American Deserts,26,0.060320296926442,,
SPEI,SPEI3,North American Deserts,27,0.0572005114637522,,
SPEI,SPEI3,North American Deserts,28,0.0480734422824738,,
SPEI,SPEI3,North American Deserts,29,0.0601354018878171,,
SPEI,SPEI3,North American Deserts,30,0.0158950123190719,,
SPEI,SPEI3,Mediterranean California,0,-0.1794871595506159,,
SPEI,SPEI3,Mediterranean California,1,-0.0762905171849367,,
SPEI,SPEI3,Mediterranean California,2,-0.0401554906164035,,
SPEI,SPEI3,Mediterranean California,3,0.0195736543631969,,
SPEI,SPEI3,Mediterranean California,4,0.0421337419788063,,
SPEI,SPEI3,Mediterranean California,5,-0.012038735000802,,
SPEI,SPEI3,Mediterranean California,6,-0.0648163267749459,,
SPEI,SPEI3,Mediterranean California,7,-0.1017990851142214,,
SPEI,SPEI3,Mediterranean California,8,-0.009747101680774,,
SPEI,SPEI3,Mediterranean California,9,0.0176996032712939,,
SPEI,SPEI3,Mediterranean California,10,-0.0601750052850791,,
SPEI,SPEI3,Mediterranean California,11,-0.0353473047195871,,
SPEI,SPEI3,Mediterranean California,12,-0.0149420560950876,,
SPEI,SPEI3,Mediterranean California,13,0.0441781502930694,,
SPEI,SPEI3,Mediterranean California,14,0.1348575471757002,,
SPEI,SPEI3,Mediterranean California,15,0.0936561975363258,,
SPEI,SPEI3,Mediterranean California,16,0.1741669451949976,,
SPEI,SPEI3,Mediterranean California,17,0.210397526443139,,
SPEI,SPEI3,Mediterranean California,18,0.2195437029303236,,
SPEI,SPEI3,Mediterranean California,19,0.1639957364994727,,
SPEI,SPEI3,Mediterranean California,20,0.0737737990666997,,
SPEI,SPEI3,Mediterranean California,21,0.0779916371095933,,
SPEI,SPEI3,Mediterranean California,22,0.0500493470100252,,
SPEI,SPEI3,Mediterranean California,23,-0.0174234707828923,,
SPEI,SPEI3,Mediterranean California,24,-0.0557683779758022,,
SPEI,SPEI3,Mediterranean California,25,-0.0081553820221669,,
SPEI,SPEI3,Mediterranean California,26,-0.0072368052587399,,
SPEI,SPEI3,Mediterranean California,27,0.0439551811546904,,
SPEI,SPEI3,Mediterranean California,28,0.0009479908844144,,
SPEI,SPEI3,Mediterranean California,29,0.0403719945281769,,
SPEI,SPEI3,Mediterranean California,30,-0.0300281485241038,,
SPEI,SPEI3,Northwestern Forested Mountains,0,-0.1642726099102857,,
SPEI,SPEI3,Northwestern Forested Mountains,1,-0.1619811917282656,,
SPEI,SPEI3,Northwestern Forested Mountains,2,-0.1649711852715597,,
SPEI,SPEI3,Northwestern Forested Mountains,3,-0.1304058207472563,,
SPEI,SPEI3,Northwestern Forested Mountains,4,-0.1066830622214804,,
SPEI,SPEI3,Northwestern Forested Mountains,5,-0.1214535616672041,,
SPEI,SPEI3,Northwestern Forested Mountains,6,-0.1238690606851691,,
SPEI,SPEI3,Northwestern Forested Mountains,7,-0.1157758382159992,,
SPEI,SPEI3,Northwestern Forested Mountains,8,-0.1316591382047474,,
SPEI,SPEI3,Northwestern Forested Mountains,9,-0.1511672209890291,,
SPEI,SPEI3,Northwestern Forested Mountains,10,-0.1794830157308709,,
SPEI,SPEI3,Northwestern Forested Mountains,11,-0.1026369398090757,,
SPEI,SPEI3,Northwestern Forested Mountains,12,0.0183946108733321,,
SPEI,SPEI3,Northwestern Forested Mountains,13,-0.0133162280776613,,
SPEI,SPEI3,Northwestern Forested Mountains,14,0.0551538936637677,,
SPEI,SPEI3,Northwestern Forested Mountains,15,0.0421698755347389,,
SPEI,SPEI3,Northwestern Forested Mountains,16,0.005955233130975,,
SPEI,SPEI3,Northwestern Forested Mountains,17,0.0467359743181011,,
SPEI,SPEI3,Northwestern Forested Mountains,18,0.0458113294714816,,
SPEI,SPEI3,Northwestern Forested Mountains,19,0.0241340663624745,,
SPEI,SPEI3,Northwestern Forested Mountains,20,-0.0446271658292572,,
SPEI,SPEI3,Northwestern Forested Mountains,21,-0.0753899960687028,,
SPEI,SPEI3,Northwestern Forested Mountains,22,-0.0347484530795019,,
SPEI,SPEI3,Northwestern Forested Mountains,23,-0.0264312806500672,,
SPEI,SPEI3,Northwestern Forested Mountains,24,-0.0283815447903866,,
SPEI,SPEI3,Northwestern Forested Mountains,25,0.0378634889396176,,
SPEI,SPEI3,Northwestern Forested Mountains,26,0.071276681110371,,
SPEI,SPEI3,Northwestern Forested Mountains,27,0.0953332832558456,,
SPEI,SPEI3,Northwestern Forested Mountains,28,0.1576977928007895,,
SPEI,SPEI3,Northwestern Forested Mountains,29,0.1356038387755089,,
SPEI,SPEI3,Northwestern Forested Mountains,30,0.0935154128389824,,
SPEI,SPEI3,Marine West Coast Forest,0,-0.0614111786863657,,
SPEI,SPEI3,Marine West Coast Forest,1,-0.0079038970256494,,
SPEI,SPEI3,Marine West Coast Forest,2,0.0091226867378105,,
SPEI,SPEI3,Marine West Coast Forest,3,0.0135461522735447,,
SPEI,SPEI3,Marine West Coast Forest,4,-0.041977593816351,,
SPEI,SPEI3,Marine West Coast Forest,5,-0.0664827386341074,,
SPEI,SPEI3,Marine West Coast Forest,6,-0.0504312238105117,,
SPEI,SPEI3,Marine West Coast Forest,7,-0.0068850868169007,,
SPEI,SPEI3,Marine West Coast Forest,8,0.0133710182028838,,
SPEI,SPEI3,Marine West Coast Forest,9,-0.0878816685058135,,
SPEI,SPEI3,Marine West Coast Forest,10,-0.1225102906994111,,
SPEI,SPEI3,Marine West Coast Forest,11,-0.0162811908456879,,
SPEI,SPEI3,Marine West Coast Forest,12,-0.0447633260692645,,
SPEI,SPEI3,Marine West Coast Forest,13,0.0812631239163852,,
SPEI,SPEI3,Marine West Coast Forest,14,0.0311018459458115,,
SPEI,SPEI3,Marine West Coast Forest,15,0.0481518490429944,,
SPEI,SPEI3,Marine West Coast Forest,16,0.1022270243866933,,
SPEI,SPEI3,Marine West Coast Forest,17,0.1154152314328458,,
SPEI,SPEI3,Marine West Coast Forest,18,0.0854350651111459,,
SPEI,SPEI3,Marine West Coast Forest,19,0.0241301014601586,,
SPEI,SPEI3,Marine West Coast Forest,20,-0.0384756589325558,,
SPEI,SPEI3,Marine West Coast Forest,21,0.0250883136257968,,
SPEI,SPEI3,Marine West Coast Forest,22,-0.0065504653671202,,
SPEI,SPEI3,Marine West Coast Forest,23,-0.0166154501079845,,
SPEI,SPEI3,Marine West Coast Forest,24,-0.048706288179119,,
SPEI,SPEI3,Marine West Coast Forest,25,-0.0256598975694071,,
SPEI,SPEI3,Marine West Coast Forest,26,-0.0016719090722879,,
SPEI,SPEI3,Marine West Coast Forest,27,0.0333851860224192,,
SPEI,SPEI3,Marine West Coast Forest,28,-0.0271247929915894,,
SPEI,SPEI3,Marine West Coast Forest,29,-0.0118035506957985,,
SPEI,SPEI3,Marine West Coast Forest,30,-0.1245967575105792,,
