Category,Variable,Region,Lag (months),Lagged Correlation,p-value,p_value
LFMC,LFMC,North American Deserts,0,-0.0875698661049116,0.1559522994117637,
LFMC,LFMC,North American Deserts,1,-0.0220161590361572,0.7223015655679452,
LFMC,LFMC,North American Deserts,2,-0.0294650950436893,0.6349602780425044,
LFMC,LFMC,North American Deserts,3,0.0071240069923934,0.9088090391960176,
LFMC,LFMC,North American Deserts,4,0.0173482311413345,0.7807015376520723,
LFMC,LFMC,North American Deserts,5,0.0310496543054682,0.6189071384246079,
LFMC,LFMC,North American Deserts,6,0.0568375684654754,0.3632188570234637,
LFMC,LFMC,North American Deserts,7,0.0672259580580942,0.2829681048536322,
LFMC,LFMC,North American Deserts,8,0.1037823300526436,0.0975461641317107,
LFMC,LFMC,North American Deserts,9,0.0155547996757758,0.804765182309904,
LFMC,LFMC,North American Deserts,10,0.0383155720973148,0.5432796643203647,
LFMC,LFMC,North American Deserts,11,0.065169966402421,0.3018114191013378,
LFMC,LFMC,North American Deserts,12,0.0409054540355423,0.5180228076054985,
LFMC,LFMC,North American Deserts,13,0.0379533295389869,0.5495009310956924,
LFMC,LFMC,North American Deserts,14,0.0439038064609033,0.4895438514086246,
LFMC,LFMC,North American Deserts,15,0.092164788184998,0.147028920786042,
LFMC,LFMC,North American Deserts,16,0.0861995716967386,0.1760128002124306,
LFMC,LFMC,North American Deserts,17,0.085611922137244,0.1798764953084941,
LFMC,LFMC,North American Deserts,18,0.2254345324581891,0.000365555104889,
LFMC,LFMC,North American Deserts,19,0.2136949301911888,0.0007606707465262,
LFMC,LFMC,North American Deserts,20,0.1819626697066197,0.0043500241617719,
LFMC,LFMC,North American Deserts,21,0.1144864776260702,0.0748590636503143,
LFMC,LFMC,North American Deserts,22,0.0540782314955582,0.4023019187048561,
LFMC,LFMC,North American Deserts,23,0.0262302390178663,0.6853632628507298,
LFMC,LFMC,North American Deserts,24,0.0630158509696348,0.3309972807277916,
LFMC,LFMC,North American Deserts,25,0.0627755704792377,0.3338679679817058,
LFMC,LFMC,North American Deserts,26,0.0520148528666273,0.4244283108808186,
LFMC,LFMC,North American Deserts,27,0.0442740494610202,0.4975692010284794,
LFMC,LFMC,North American Deserts,28,0.0368471746086813,0.5732695339648408,
LFMC,LFMC,North American Deserts,29,0.073291908236012,0.2631152222800851,
LFMC,LFMC,North American Deserts,30,0.1103568577041319,0.0921346444224171,
LFMC,LFMC,Mediterranean California,0,-0.2063621363212438,0.0007422973640196,
LFMC,LFMC,Mediterranean California,1,-0.1129542749938651,0.0674082187340342,
LFMC,LFMC,Mediterranean California,2,-0.0596751663352139,0.3359661585792173,
LFMC,LFMC,Mediterranean California,3,-0.0601264840275106,0.333251008678625,
LFMC,LFMC,Mediterranean California,4,-0.0654691068484171,0.2929372986305489,
LFMC,LFMC,Mediterranean California,5,-0.0586934749725447,0.3467948151811687,
LFMC,LFMC,Mediterranean California,6,-0.1066906714359433,0.0872160814690484,
LFMC,LFMC,Mediterranean California,7,-0.1438515179621753,0.0210612563588387,
LFMC,LFMC,Mediterranean California,8,-0.0328014133669031,0.6013954549091695,
LFMC,LFMC,Mediterranean California,9,0.0003922533580361,0.9950268099817852,
LFMC,LFMC,Mediterranean California,10,-0.0502820256047394,0.4249193439860921,
LFMC,LFMC,Mediterranean California,11,-0.0688239068930613,0.2754560045301304,
LFMC,LFMC,Mediterranean California,12,0.0019534135245204,0.9753849076355476,
LFMC,LFMC,Mediterranean California,13,0.069104154809334,0.275424618320303,
LFMC,LFMC,Mediterranean California,14,0.0934674794796716,0.1405698764921188,
LFMC,LFMC,Mediterranean California,15,0.0736152351340847,0.2471274222788675,
LFMC,LFMC,Mediterranean California,16,0.0669605416572912,0.2935583279990074,
LFMC,LFMC,Mediterranean California,17,0.059648114112067,0.3505515759707688,
LFMC,LFMC,Mediterranean California,18,0.121665057846976,0.0567011151942206,
LFMC,LFMC,Mediterranean California,19,0.1263845482215277,0.0481496858969295,
LFMC,LFMC,Mediterranean California,20,0.0697553581238202,0.2777707063593992,
LFMC,LFMC,Mediterranean California,21,0.014425593908952,0.822971372398576,
LFMC,LFMC,Mediterranean California,22,-0.0500071759973683,0.4387026034802117,
LFMC,LFMC,Mediterranean California,23,-0.0683892870614862,0.2903263852658694,
LFMC,LFMC,Mediterranean California,24,-0.0540139585756697,0.4048333111715121,
LFMC,LFMC,Mediterranean California,25,-0.0298380858619598,0.64625612535622,
LFMC,LFMC,Mediterranean California,26,-0.0373773999828203,0.5661064425947617,
LFMC,LFMC,Mediterranean California,27,-0.0442749509157879,0.4975604374783168,
LFMC,LFMC,Mediterranean California,28,-0.0777405999077907,0.2341509317621953,
LFMC,LFMC,Mediterranean California,29,-0.0322560958695109,0.622741979532784,
LFMC,LFMC,Mediterranean California,30,-0.0250153949176869,0.7034463760973673,
LFMC,LFMC,Northwestern Forested Mountains,0,-0.1808894599195194,0.0031825847819511,
LFMC,LFMC,Northwestern Forested Mountains,1,-0.1370338511226097,0.0262682018748368,
LFMC,LFMC,Northwestern Forested Mountains,2,-0.1560376605010124,0.0114347636819317,
LFMC,LFMC,Northwestern Forested Mountains,3,-0.0958889316351806,0.1222833292405314,
LFMC,LFMC,Northwestern Forested Mountains,4,-0.0497151186806359,0.4247176498890487,
LFMC,LFMC,Northwestern Forested Mountains,5,-0.0736436410855015,0.237581316813464,
LFMC,LFMC,Northwestern Forested Mountains,6,-0.0739334548944539,0.2366502959317099,
LFMC,LFMC,Northwestern Forested Mountains,7,-0.0676098316894398,0.2802221099917248,
LFMC,LFMC,Northwestern Forested Mountains,8,-0.0856109807736324,0.1720706353363414,
LFMC,LFMC,Northwestern Forested Mountains,9,-0.0968901980083372,0.122771612446271,
LFMC,LFMC,Northwestern Forested Mountains,10,-0.1154146536147059,0.0662873178618068,
LFMC,LFMC,Northwestern Forested Mountains,11,-0.0424260208580646,0.5017186715111206,
LFMC,LFMC,Northwestern Forested Mountains,12,0.0402673139551712,0.524578351986194,
LFMC,LFMC,Northwestern Forested Mountains,13,0.032414342629482,0.6092735051778088,
LFMC,LFMC,Northwestern Forested Mountains,14,0.0219977919646714,0.7292567213106529,
LFMC,LFMC,Northwestern Forested Mountains,15,0.001963466770307,0.9754074160297288,
LFMC,LFMC,Northwestern Forested Mountains,16,0.0346969699353768,0.5865710387507355,
LFMC,LFMC,Northwestern Forested Mountains,17,-0.0035078694132899,0.9562571603300464,
LFMC,LFMC,Northwestern Forested Mountains,18,0.0262353820762036,0.6822016800510828,
LFMC,LFMC,Northwestern Forested Mountains,19,-0.0076965132314421,0.9045978742705444,
LFMC,LFMC,Northwestern Forested Mountains,20,-0.0193177453130614,0.7640007109352542,
LFMC,LFMC,Northwestern Forested Mountains,21,-0.0007928264262094,0.9901900834102004,
LFMC,LFMC,Northwestern Forested Mountains,22,0.0275765746657234,0.6694879494161406,
LFMC,LFMC,Northwestern Forested Mountains,23,0.0257741504063646,0.6905503789926735,
LFMC,LFMC,Northwestern Forested Mountains,24,0.0638344415701661,0.3247416606815736,
LFMC,LFMC,Northwestern Forested Mountains,25,0.1210708132625435,0.0616539083083898,
LFMC,LFMC,Northwestern Forested Mountains,26,0.1110889565295955,0.0872527525197176,
LFMC,LFMC,Northwestern Forested Mountains,27,0.1052087859387479,0.1061825299441335,
LFMC,LFMC,Northwestern Forested Mountains,28,0.0705811464072635,0.2801963390825942,
LFMC,LFMC,Northwestern Forested Mountains,29,0.1094630456693204,0.0941063504083482,
LFMC,LFMC,Northwestern Forested Mountains,30,0.0914053042808407,0.163419142864507,
LFMC,LFMC,Marine West Coast Forest,0,-0.0736662278011564,0.2329178353951417,
LFMC,LFMC,Marine West Coast Forest,1,-0.0659346016605933,0.2867193953656649,
LFMC,LFMC,Marine West Coast Forest,2,-0.0098124503854463,0.8743994709910778,
LFMC,LFMC,Marine West Coast Forest,3,0.0332421803369148,0.5929168636609571,
LFMC,LFMC,Marine West Coast Forest,4,0.006192578947096,0.9208427840624598,
LFMC,LFMC,Marine West Coast Forest,5,-0.0401478540763274,0.5200601470135557,
LFMC,LFMC,Marine West Coast Forest,6,-0.0517861832824478,0.4074858230203816,
LFMC,LFMC,Marine West Coast Forest,7,-0.0315725364382075,0.6143987222901257,
LFMC,LFMC,Marine West Coast Forest,8,-0.0142132381681004,0.8209600636200152,
LFMC,LFMC,Marine West Coast Forest,9,-0.0508902094364518,0.4184096912509368,
LFMC,LFMC,Marine West Coast Forest,10,0.0061662224862993,0.9220993524891932,
LFMC,LFMC,Marine West Coast Forest,11,0.0532587183251028,0.3989289340207144,
LFMC,LFMC,Marine West Coast Forest,12,0.0455667038307089,0.4714468708721326,
LFMC,LFMC,Marine West Coast Forest,13,-0.0356051184278666,0.574488388182574,
LFMC,LFMC,Marine West Coast Forest,14,-0.0351002556510738,0.5806930327719768,
LFMC,LFMC,Marine West Coast Forest,15,0.0333841790102389,0.600077575240742,
LFMC,LFMC,Marine West Coast Forest,16,0.0384018772944636,0.5472272548212513,
LFMC,LFMC,Marine West Coast Forest,17,-0.012176595266997,0.8489905732130125,
LFMC,LFMC,Marine West Coast Forest,18,0.0233423694670635,0.7156371941066328,
LFMC,LFMC,Marine West Coast Forest,19,-0.0011071881589589,0.9862438645573024,
LFMC,LFMC,Marine West Coast Forest,20,-0.0313900388017233,0.6255990846950479,
LFMC,LFMC,Marine West Coast Forest,21,-0.096233054108424,0.1346891904726138,
LFMC,LFMC,Marine West Coast Forest,22,-0.0856953732252238,0.1839633916522515,
LFMC,LFMC,Marine West Coast Forest,23,-0.0478101696680445,0.4600423273353529,
LFMC,LFMC,Marine West Coast Forest,24,-0.0198034065615379,0.7601976345673125,
LFMC,LFMC,Marine West Coast Forest,25,0.0065748441310518,0.9194609028513738,
LFMC,LFMC,Marine West Coast Forest,26,-0.0282010790615769,0.6651160290896186,
LFMC,LFMC,Marine West Coast Forest,27,0.0096838925471892,0.8821084638662422,
LFMC,LFMC,Marine West Coast Forest,28,0.0042658684112123,0.9480260226259228,
LFMC,LFMC,Marine West Coast Forest,29,-0.0058739959491764,0.9286310890417836,
LFMC,LFMC,Marine West Coast Forest,30,-0.0449777842622051,0.4935395753397662,
DFMC,DFMC_Foliage,North American Deserts,0,-0.1299701948098532,0.0347976098719361,
DFMC,DFMC_Foliage,North American Deserts,1,-0.03197702799334,0.6056852924823393,
DFMC,DFMC_Foliage,North American Deserts,2,-0.0365198499638521,0.556199886076511,
DFMC,DFMC_Foliage,North American Deserts,3,-0.0171441877417134,0.7828064084725913,
DFMC,DFMC_Foliage,North American Deserts,4,0.0493286769148838,0.4283310516969938,
DFMC,DFMC_Foliage,North American Deserts,5,-0.0140253210020651,0.8222628927616318,
DFMC,DFMC_Foliage,North American Deserts,6,-0.0715136455793409,0.2523883488225413,
DFMC,DFMC_Foliage,North American Deserts,7,-0.0877925357433716,0.1605358838559713,
DFMC,DFMC_Foliage,North American Deserts,8,0.0481546120393682,0.442993284767216,
DFMC,DFMC_Foliage,North American Deserts,9,0.0117415470125057,0.851987818762141,
DFMC,DFMC_Foliage,North American Deserts,10,0.0172561956842118,0.7843287253475272,
DFMC,DFMC_Foliage,North American Deserts,11,0.0439547329311108,0.4864180819308316,
DFMC,DFMC_Foliage,North American Deserts,12,-0.0559058702138556,0.3768272321525193,
DFMC,DFMC_Foliage,North American Deserts,13,-0.0153959400493265,0.8082266293178705,
DFMC,DFMC_Foliage,North American Deserts,14,-0.0010932654922478,0.9862775244839788,
DFMC,DFMC_Foliage,North American Deserts,15,0.1040676253400699,0.1013491211824362,
DFMC,DFMC_Foliage,North American Deserts,16,0.0225276186370137,0.7240750895478957,
DFMC,DFMC_Foliage,North American Deserts,17,0.0747092569528281,0.2420702879713061,
DFMC,DFMC_Foliage,North American Deserts,18,0.0999715853557775,0.1178346445162187,
DFMC,DFMC_Foliage,North American Deserts,19,0.1239030918244947,0.0527524234958003,
DFMC,DFMC_Foliage,North American Deserts,20,0.1914013935871859,0.0026800235649467,
DFMC,DFMC_Foliage,North American Deserts,21,0.0525314412547398,0.4149436374951155,
DFMC,DFMC_Foliage,North American Deserts,22,0.0311218137195755,0.6299822538400326,
DFMC,DFMC_Foliage,North American Deserts,23,0.0332378862178937,0.6076366173284622,
DFMC,DFMC_Foliage,North American Deserts,24,-0.0376812097432247,0.5612987872194299,
DFMC,DFMC_Foliage,North American Deserts,25,0.0300543229844238,0.6438682942535625,
DFMC,DFMC_Foliage,North American Deserts,26,0.0206792743049234,0.7509563136021072,
DFMC,DFMC_Foliage,North American Deserts,27,0.053722196881327,0.4103574531756595,
DFMC,DFMC_Foliage,North American Deserts,28,0.0540419141175987,0.4085751225446953,
DFMC,DFMC_Foliage,North American Deserts,29,-0.0104700084144728,0.8731562119438043,
DFMC,DFMC_Foliage,North American Deserts,30,0.0344345089665151,0.600221923533772,
DFMC,DFMC_Foliage,Mediterranean California,0,-0.168600851763202,0.0060303508204411,
DFMC,DFMC_Foliage,Mediterranean California,1,-0.1577564165147248,0.0103994315407661,
DFMC,DFMC_Foliage,Mediterranean California,2,-0.0518217221462121,0.4035158630895394,
DFMC,DFMC_Foliage,Mediterranean California,3,-0.0030007896814951,0.9615196675112994,
DFMC,DFMC_Foliage,Mediterranean California,4,-0.0145653042204766,0.8151874216306315,
DFMC,DFMC_Foliage,Mediterranean California,5,0.0108819527424178,0.8616402937917047,
DFMC,DFMC_Foliage,Mediterranean California,6,-0.0003658013792843,0.9953347082501492,
DFMC,DFMC_Foliage,Mediterranean California,7,-0.0406446531988055,0.5165483520206835,
DFMC,DFMC_Foliage,Mediterranean California,8,-0.0226245994506752,0.7186465902332966,
DFMC,DFMC_Foliage,Mediterranean California,9,-0.0033869847151459,0.9570783867047864,
DFMC,DFMC_Foliage,Mediterranean California,10,0.0132314953306958,0.8337891244367936,
DFMC,DFMC_Foliage,Mediterranean California,11,-0.0586734958525441,0.3526618395696662,
DFMC,DFMC_Foliage,Mediterranean California,12,-0.0399313718212038,0.5280463409255585,
DFMC,DFMC_Foliage,Mediterranean California,13,0.0349686966420034,0.5813514977758347,
DFMC,DFMC_Foliage,Mediterranean California,14,0.1085773532376517,0.0866714173558183,
DFMC,DFMC_Foliage,Mediterranean California,15,0.0673455110765643,0.2898050883159402,
DFMC,DFMC_Foliage,Mediterranean California,16,0.0670722592603665,0.2927518535712821,
DFMC,DFMC_Foliage,Mediterranean California,17,0.0650425085287812,0.3086226117900001,
DFMC,DFMC_Foliage,Mediterranean California,18,0.1232538596558402,0.0535222670751366,
DFMC,DFMC_Foliage,Mediterranean California,19,0.1143420182947229,0.0740270193558833,
DFMC,DFMC_Foliage,Mediterranean California,20,0.0837812720716701,0.1921383760228003,
DFMC,DFMC_Foliage,Mediterranean California,21,0.0140617969728749,0.8273650303278792,
DFMC,DFMC_Foliage,Mediterranean California,22,0.0127614211607673,0.8434352627132943,
DFMC,DFMC_Foliage,Mediterranean California,23,-0.0471623058194163,0.4661515851402475,
DFMC,DFMC_Foliage,Mediterranean California,24,0.0330144620566329,0.6108038397637319,
DFMC,DFMC_Foliage,Mediterranean California,25,0.0432500615308885,0.5057718424318587,
DFMC,DFMC_Foliage,Mediterranean California,26,0.0079778746941814,0.9025579851922698,
DFMC,DFMC_Foliage,Mediterranean California,27,0.0044838360145602,0.94525773860095,
DFMC,DFMC_Foliage,Mediterranean California,28,-0.0483304194607129,0.4599338478746352,
DFMC,DFMC_Foliage,Mediterranean California,29,-0.0109730274533736,0.8671171560660424,
DFMC,DFMC_Foliage,Mediterranean California,30,0.0074434134337339,0.909829058246176,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,0,-0.1969503485968081,0.0012979127652989,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,1,-0.1138197491708071,0.0653220576391127,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,2,-0.1772352873863478,0.0040032577284756,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,3,-0.1055574678896605,0.0887730721433056,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,4,-0.0743565847014122,0.2321489232126287,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,5,-0.030097871958337,0.6297024365429095,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,6,0.0264708132774371,0.6721538833379878,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,7,-0.0054583578409193,0.930609336049161,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,8,-0.0076769569695582,0.9027152855110236,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,9,-0.072529238073182,0.2484881653739303,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,10,-0.086845578852748,0.167625988266181,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,11,-0.0553552347458543,0.3806000158152854,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,12,-0.0328990831329303,0.6032022806195838,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,13,-0.0375359514323657,0.5539030961511686,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,14,-0.0227604281668506,0.720255874076438,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,15,-0.032924212980956,0.6051133143049624,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,16,0.073656517148652,0.2478225690793572,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,17,0.0265045216078385,0.6784998319065823,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,18,0.0522454622216221,0.4146020515624264,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,19,0.0149931863989098,0.8153782598715148,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,20,-0.0111924794204263,0.8619127805119745,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,21,0.0284355393645011,0.6591624603056283,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,22,0.0115387497507452,0.8582695566625846,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,23,0.0191171427591646,0.7677938493127224,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,24,-0.0231705411552283,0.7209942063741697,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,25,0.0832776625294469,0.199519653303212,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,26,0.0644999485944475,0.3217587881906169,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,27,0.1136626287502772,0.0807717180197456,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,28,0.071036714795017,0.2770959865995544,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,29,0.1001174327535668,0.1259090485853178,
DFMC,DFMC_Foliage,Northwestern Forested Mountains,30,0.0982834959458099,0.1338661328824415,
DFMC,DFMC_Foliage,Marine West Coast Forest,0,-0.0387747835935352,0.5304874694269899,
DFMC,DFMC_Foliage,Marine West Coast Forest,1,-0.0024607035634582,0.9683196390843636,
DFMC,DFMC_Foliage,Marine West Coast Forest,2,0.0681735995097424,0.2715546375586306,
DFMC,DFMC_Foliage,Marine West Coast Forest,3,-0.0017916083819206,0.977019783311074,
DFMC,DFMC_Foliage,Marine West Coast Forest,4,-0.0398145774337011,0.5227247580929663,
DFMC,DFMC_Foliage,Marine West Coast Forest,5,0.0324178040614413,0.6035319138524524,
DFMC,DFMC_Foliage,Marine West Coast Forest,6,-0.0542243275047852,0.385733430311413,
DFMC,DFMC_Foliage,Marine West Coast Forest,7,-0.0111671088292277,0.8586010589560085,
DFMC,DFMC_Foliage,Marine West Coast Forest,8,-0.0193507435164528,0.7579867872290638,
DFMC,DFMC_Foliage,Marine West Coast Forest,9,-0.0664769119311522,0.2902807571077551,
DFMC,DFMC_Foliage,Marine West Coast Forest,10,-0.0565937392361763,0.3690645050106758,
DFMC,DFMC_Foliage,Marine West Coast Forest,11,-0.036476790526518,0.5635895973686638,
DFMC,DFMC_Foliage,Marine West Coast Forest,12,-0.0126174698344807,0.8420216253100318,
DFMC,DFMC_Foliage,Marine West Coast Forest,13,0.0073768236760762,0.9074234366712916,
DFMC,DFMC_Foliage,Marine West Coast Forest,14,0.004864656596183,0.93899589270728,
DFMC,DFMC_Foliage,Marine West Coast Forest,15,0.0107264754167124,0.8662575167922077,
DFMC,DFMC_Foliage,Marine West Coast Forest,16,0.0236296154969985,0.7111654537266405,
DFMC,DFMC_Foliage,Marine West Coast Forest,17,-0.0507008992171461,0.4276056259671167,
DFMC,DFMC_Foliage,Marine West Coast Forest,18,-0.0748449119467072,0.242178567778049,
DFMC,DFMC_Foliage,Marine West Coast Forest,19,-0.0259851285342345,0.6856834121033227,
DFMC,DFMC_Foliage,Marine West Coast Forest,20,0.0379220795854366,0.5555043794575169,
DFMC,DFMC_Foliage,Marine West Coast Forest,21,-0.0648242900715182,0.3142428528339651,
DFMC,DFMC_Foliage,Marine West Coast Forest,22,-0.0599250420221562,0.3532920574385466,
DFMC,DFMC_Foliage,Marine West Coast Forest,23,-0.0523598096187214,0.4184162332037515,
DFMC,DFMC_Foliage,Marine West Coast Forest,24,-0.0167406377284212,0.7964000196480456,
DFMC,DFMC_Foliage,Marine West Coast Forest,25,0.0675489221518289,0.298342495825346,
DFMC,DFMC_Foliage,Marine West Coast Forest,26,-0.0090245240562472,0.8898504801736131,
DFMC,DFMC_Foliage,Marine West Coast Forest,27,-0.0258867731884904,0.6917500468135134,
DFMC,DFMC_Foliage,Marine West Coast Forest,28,0.0035807079820372,0.9563647327037064,
DFMC,DFMC_Foliage,Marine West Coast Forest,29,0.0742335870242175,0.2570144139550818,
DFMC,DFMC_Foliage,Marine West Coast Forest,30,-0.0273080915770038,0.6777217502415254,
DFMC,DFMC_Wood,North American Deserts,0,-0.1243809064169204,0.0434655707088113,
DFMC,DFMC_Wood,North American Deserts,1,-0.0202911476240359,0.7432644819046017,
DFMC,DFMC_Wood,North American Deserts,2,-0.0155484182849799,0.8022123768757656,
DFMC,DFMC_Wood,North American Deserts,3,-0.0334123014828463,0.5910249140790906,
DFMC,DFMC_Wood,North American Deserts,4,0.0426205667584977,0.4938263866967497,
DFMC,DFMC_Wood,North American Deserts,5,-0.043094743094743,0.4898732427140438,
DFMC,DFMC_Wood,North American Deserts,6,-0.0456329359596032,0.4655157517362115,
DFMC,DFMC_Wood,North American Deserts,7,-0.0613702945434802,0.3271015524619591,
DFMC,DFMC_Wood,North American Deserts,8,0.0514026379034103,0.4128098723042037,
DFMC,DFMC_Wood,North American Deserts,9,0.0031763837424733,0.9597449037815956,
DFMC,DFMC_Wood,North American Deserts,10,0.0198155711819445,0.7533073273600727,
DFMC,DFMC_Wood,North American Deserts,11,0.043155178725189,0.4943892382685312,
DFMC,DFMC_Wood,North American Deserts,12,-0.0564480268273789,0.3722100068409095,
DFMC,DFMC_Wood,North American Deserts,13,-0.0133067729083665,0.8338425754848514,
DFMC,DFMC_Wood,North American Deserts,14,-0.0074754476071617,0.906379456403926,
DFMC,DFMC_Wood,North American Deserts,15,0.0983746599300427,0.1215566164081399,
DFMC,DFMC_Wood,North American Deserts,16,0.0208565750529871,0.7437995807282021,
DFMC,DFMC_Wood,North American Deserts,17,0.0902856305564492,0.1571731683581244,
DFMC,DFMC_Wood,North American Deserts,18,0.1316928074676103,0.039017853390008,
DFMC,DFMC_Wood,North American Deserts,19,0.1188447070151531,0.0632701554359362,
DFMC,DFMC_Wood,North American Deserts,20,0.2063450759781751,0.0011885324817184,
DFMC,DFMC_Wood,North American Deserts,21,0.0379528017381966,0.5560040055887903,
DFMC,DFMC_Wood,North American Deserts,22,0.0234183064561538,0.7170031907068015,
DFMC,DFMC_Wood,North American Deserts,23,0.0185101676897225,0.7749657633877892,
DFMC,DFMC_Wood,North American Deserts,24,-0.0336707234500598,0.6037269296262711,
DFMC,DFMC_Wood,North American Deserts,25,0.0429960268626279,0.5082766024335215,
DFMC,DFMC_Wood,North American Deserts,26,0.0297017276271241,0.6484589332360697,
DFMC,DFMC_Wood,North American Deserts,27,0.0535797670280298,0.4116013032377429,
DFMC,DFMC_Wood,North American Deserts,28,0.0307686689460302,0.6381557542853884,
DFMC,DFMC_Wood,North American Deserts,29,0.0103775416793808,0.8742671426874177,
DFMC,DFMC_Wood,North American Deserts,30,0.0351519238378886,0.5926450886582797,
DFMC,DFMC_Wood,Mediterranean California,0,-0.1778248080924026,0.0037466677871313,
DFMC,DFMC_Wood,Mediterranean California,1,-0.1440262491985128,0.0194504216519355,
DFMC,DFMC_Wood,Mediterranean California,2,-0.0226972543972114,0.7146056533932861,
DFMC,DFMC_Wood,Mediterranean California,3,-0.0356045113086439,0.5668958086546989,
DFMC,DFMC_Wood,Mediterranean California,4,-0.0224375189892431,0.7187751876922287,
DFMC,DFMC_Wood,Mediterranean California,5,0.0006540913517657,0.9916417632393576,
DFMC,DFMC_Wood,Mediterranean California,6,-0.0033753649716006,0.956972387887459,
DFMC,DFMC_Wood,Mediterranean California,7,-0.0339512544113654,0.5879679898120057,
DFMC,DFMC_Wood,Mediterranean California,8,-0.0341625658045319,0.5863830251118263,
DFMC,DFMC_Wood,Mediterranean California,9,0.0130999594719777,0.8350956457253054,
DFMC,DFMC_Wood,Mediterranean California,10,-0.0217532271381678,0.7300791845082484,
DFMC,DFMC_Wood,Mediterranean California,11,-0.0634241372002412,0.3149743667618348,
DFMC,DFMC_Wood,Mediterranean California,12,-0.0254408678105196,0.6877440406090075,
DFMC,DFMC_Wood,Mediterranean California,13,0.0620929614873837,0.3271982196426813,
DFMC,DFMC_Wood,Mediterranean California,14,0.133000144002304,0.0355774619790645,
DFMC,DFMC_Wood,Mediterranean California,15,0.0767671978235522,0.2274118439036916,
DFMC,DFMC_Wood,Mediterranean California,16,0.0559083663896804,0.3806584615173162,
DFMC,DFMC_Wood,Mediterranean California,17,0.0534924204537853,0.4025732511240699,
DFMC,DFMC_Wood,Mediterranean California,18,0.1263194168750743,0.0478062838894048,
DFMC,DFMC_Wood,Mediterranean California,19,0.1128397620543619,0.0779302764573339,
DFMC,DFMC_Wood,Mediterranean California,20,0.0716181554589048,0.2651083506776656,
DFMC,DFMC_Wood,Mediterranean California,21,0.0048079737597869,0.9405625182474926,
DFMC,DFMC_Wood,Mediterranean California,22,-0.0103575678830299,0.8726479133074536,
DFMC,DFMC_Wood,Mediterranean California,23,-0.035251706045746,0.5860439995954054,
DFMC,DFMC_Wood,Mediterranean California,24,0.0170862341360093,0.7922915590173848,
DFMC,DFMC_Wood,Mediterranean California,25,0.0320329805562392,0.6221906303571738,
DFMC,DFMC_Wood,Mediterranean California,26,0.0252269966828953,0.6986112614450006,
DFMC,DFMC_Wood,Mediterranean California,27,-0.0135019895106723,0.8361887584547044,
DFMC,DFMC_Wood,Mediterranean California,28,-0.0645409851780505,0.32351385142025,
DFMC,DFMC_Wood,Mediterranean California,29,-0.0221947904241449,0.7350111670315945,
DFMC,DFMC_Wood,Mediterranean California,30,0.0154586046468066,0.8140388217054544,
DFMC,DFMC_Wood,Northwestern Forested Mountains,0,-0.2039875039946781,0.0008566840739815,
DFMC,DFMC_Wood,Northwestern Forested Mountains,1,-0.1219335695796381,0.0482241328278856,
DFMC,DFMC_Wood,Northwestern Forested Mountains,2,-0.1490509643155377,0.0157538965641091,
DFMC,DFMC_Wood,Northwestern Forested Mountains,3,-0.078334379492579,0.2071664171012775,
DFMC,DFMC_Wood,Northwestern Forested Mountains,4,-0.0575777748191541,0.3551179873322245,
DFMC,DFMC_Wood,Northwestern Forested Mountains,5,-0.0372065395321209,0.5511132910678762,
DFMC,DFMC_Wood,Northwestern Forested Mountains,6,0.0260571467702044,0.6769869913531781,
DFMC,DFMC_Wood,Northwestern Forested Mountains,7,0.015062268120532,0.8100953109073092,
DFMC,DFMC_Wood,Northwestern Forested Mountains,8,-0.0312671663996337,0.6185205644128072,
DFMC,DFMC_Wood,Northwestern Forested Mountains,9,-0.0864339682723483,0.1688107691332978,
