Variable,Region,Lag (months),Mean_Value
SPEI3_SPEI3,ALL,-6,-0.6585925925925926
SPEI3_SPEI3,ALL,-7,-0.5660740740740741
SPEI3_SPEI3,ALL,-8,-0.5444074074074075
SPEI3_SPEI3,ALL,-9,-0.5041296296296297
SPEI3_SPEI3,ALL,-10,-0.6352777777777778
SPEI3_SPEI3,ALL,-11,-0.7286481481481482
SPEI3_SPEI3,ALL,-12,-0.7753148148148149
SPEI3_SPEI3,ALL,-13,-0.6644629629629629
SPEI3_SPEI3,ALL,-14,-0.3378703703703702
SPEI3_SPEI3,ALL,-15,0.1045555555555555
SPEI3_SPEI3,ALL,-16,0.4687407407407408
SPEI3_SPEI3,ALL,-17,0.5117222222222222
SPEI3_SPEI3,ALL,-18,0.2066481481481482
SPEI3_SPEI3,ALL,-19,0.1614444444444444
SPEI3_SPEI3,ALL,-20,0.2257407407407407
SPEI3_SPEI3,ALL,-21,0.4939444444444445
SPEI3_SPEI3,ALL,-22,0.4310370370370371
SPEI3_SPEI3,ALL,-23,0.2465185185185185
SPEI3_SPEI3,ALL,-24,0.0784074074074074
SPEI3_SPEI3,ALL,-25,0.0834999999999999
SPEI3_SPEI3,ALL,-26,-0.0395925925925925
SPEI3_SPEI3,ALL,-27,-0.1102037037037036
SPEI3_SPEI3,ALL,-28,-0.3097037037037037
SPEI3_SPEI3,ALL,-29,-0.2513888888888889
SM1_SM1,ALL,0,-0.5171719277
SM1_SM1,ALL,-1,-0.5140632686111111
SM1_SM1,ALL,-2,-0.5064565748685186
SM1_SM1,ALL,-3,-0.4804625693907407
SM1_SM1,ALL,-4,-0.2788648428574074
SM1_SM1,ALL,-5,-0.2172156504314814
SM1_SM1,ALL,-6,-0.2081787458648148
SM1_SM1,ALL,-7,-0.3140666107555555
SM1_SM1,ALL,-8,-0.22818831065
SM1_SM1,ALL,-9,-0.4481743722907407
SM1_SM1,ALL,-10,-0.4288428112740741
SM1_SM1,ALL,-11,-0.2782172911685185
SM1_SM1,ALL,-12,0.1427335716925925
SM1_SM1,ALL,-13,0.1582103831259259
SM1_SM1,ALL,-14,0.086361732287037
SM1_SM1,ALL,-15,0.2174434087518518
SM1_SM1,ALL,-16,0.4502708071981481
SM1_SM1,ALL,-17,0.5698452351925926
SM1_SM1,ALL,-18,0.4069552767574074
SM1_SM1,ALL,-19,0.3027206723388889
SM1_SM1,ALL,-20,0.0752091359592592
SM1_SM1,ALL,-21,-0.08039477735
SM1_SM1,ALL,-22,-0.0087169674351851
SM1_SM1,ALL,-23,0.0699712569018518
SM1_SM1,ALL,-24,0.2458163256129629
SM1_SM1,ALL,-25,0.1847758103796296
SM1_SM1,ALL,-26,0.2692101273462963
SM1_SM1,ALL,-27,0.2067723382074074
SM1_SM1,ALL,-28,0.2392401991888888
SM1_SM1,ALL,-29,0.1791499137944444
SM1_SM1,ALL,-30,0.1553566485611111
SPEI3_SPEI3,DES,0,0.412
SPEI3_SPEI3,DES,-1,0.3369999999999999
SPEI3_SPEI3,DES,-2,0.3056666666666667
SPEI3_SPEI3,DES,-3,0.2486666666666666
SPEI3_SPEI3,DES,-4,0.3696666666666666
SPEI3_SPEI3,DES,-5,0.455
SPEI3_SPEI3,DES,-6,-0.0796666666666666
SPEI3_SPEI3,DES,-7,-0.7133333333333334
SPEI3_SPEI3,DES,-8,-1.3549999999999998
SPEI3_SPEI3,DES,-9,-1.342666666666667
SPEI3_SPEI3,DES,-10,-1.433
SPEI3_SPEI3,DES,-11,-1.159
SPEI3_SPEI3,DES,-12,-0.5553333333333333
SPEI3_SPEI3,DES,-13,0.4373333333333333
SPEI3_SPEI3,DES,-14,1.0856666666666666
SPEI3_SPEI3,DES,-15,1.518
SPEI3_SPEI3,DES,-16,1.4943333333333335
SPEI3_SPEI3,DES,-17,1.2916666666666667
SPEI3_SPEI3,DES,-18,0.7866666666666666
SPEI3_SPEI3,DES,-19,0.4316666666666666
SPEI3_SPEI3,DES,-20,0.5406666666666666
SPEI3_SPEI3,DES,-21,1.0166666666666666
SPEI3_SPEI3,DES,-22,1.3716666666666668
SPEI3_SPEI3,DES,-23,1.2253333333333332
SPEI3_SPEI3,DES,-24,0.8409999999999999
SPEI3_SPEI3,DES,-25,0.6956666666666665
SPEI3_SPEI3,DES,-26,0.8769999999999999
SPEI3_SPEI3,DES,-27,0.8916666666666665
SPEI3_SPEI3,DES,-28,0.5126666666666665
SPEI3_SPEI3,DES,-29,0.0236666666666665
EVI_EVI,DES,0,-0.5593790477
EVI_EVI,DES,-1,-0.48895956205
EVI_EVI,DES,-2,-0.6165865947666667
EVI_EVI,DES,-3,-0.9326028128
EVI_EVI,DES,-4,-1.1972932758666666
EVI_EVI,DES,-5,-0.9297787670333334
EVI_EVI,DES,-6,-0.0342891785666666
EVI_EVI,DES,-7,1.0992018732
EVI_EVI,DES,-8,1.6158647741333334
EVI_EVI,DES,-9,1.4188708903333334
EVI_EVI,DES,-10,0.8964656321
EVI_EVI,DES,-11,0.7571565158666665
EVI_EVI,DES,-12,0.8729011502333334
EVI_EVI,DES,-13,1.0686126266333331
EVI_EVI,DES,-14,1.216107155033333
EVI_EVI,DES,-15,1.7462147133
EVI_EVI,DES,-16,1.6353542248
EVI_EVI,DES,-17,1.367505858
EVI_EVI,DES,-18,0.3662245307
EVI_EVI,DES,-19,0.4943061994333333
EVI_EVI,DES,-20,0.6253984816
EVI_EVI,DES,-21,1.0197515291333332
EVI_EVI,DES,-22,0.8777931516
EVI_EVI,DES,-23,0.4796439423999999
EVI_EVI,DES,-24,0.3147907628333333
EVI_EVI,DES,-25,0.1297470308666665
EVI_EVI,DES,-26,0.3211321005999999
EVI_EVI,DES,-27,0.4129430454666665
EVI_EVI,DES,-28,0.0575021275999999
EVI_EVI,DES,-29,-0.0913278327333334
EVI_EVI,DES,-30,-0.2131643933333334
DFMC_Wood,FOR,0,-0.0400751609444444
DFMC_Wood,FOR,-1,-0.0514101423722222
DFMC_Wood,FOR,-2,-0.142180434674074
DFMC_Wood,FOR,-3,-0.2444580914629629
DFMC_Wood,FOR,-4,-0.2687036997074074
DFMC_Wood,FOR,-5,-0.1673212929148148
DFMC_Wood,FOR,-6,-0.0474460021888888
DFMC_Wood,FOR,-7,0.0054744433148148
DFMC_Wood,FOR,-8,0.0003926015296296
DFMC_Wood,FOR,-9,-0.1105394788518518
DFMC_Wood,FOR,-10,-0.1776080367222222
DFMC_Wood,FOR,-11,-0.0771509966518518
DFMC_Wood,FOR,-12,0.0486325436407407
DFMC_Wood,FOR,-13,0.0992725498629629
DFMC_Wood,FOR,-14,0.056547771
DFMC_Wood,FOR,-15,0.0466100187407407
DFMC_Wood,FOR,-16,0.0801140083111111
DFMC_Wood,FOR,-17,0.0382769211703703
DFMC_Wood,FOR,-18,0.0294894933
DFMC_Wood,FOR,-19,0.0104992757777777
DFMC_Wood,FOR,-20,-0.0014034731518518
DFMC_Wood,FOR,-21,-0.0260496111259259
DFMC_Wood,FOR,-22,-0.0184067041888888
DFMC_Wood,FOR,-23,-0.0792404391962963
DFMC_Wood,FOR,-24,-0.1494224198148147
DFMC_Wood,FOR,-25,-0.0848388717333333
DFMC_Wood,FOR,-26,0.0218913620074074
DFMC_Wood,FOR,-27,0.1237508576592593
DFMC_Wood,FOR,-28,0.0730272144148148
DFMC_Wood,FOR,-29,0.0530227606222222
DFMC_Wood,FOR,-30,0.0799367238074074
DFMC_Wood,ALL,0,-0.1364930278
DFMC_Wood,ALL,-1,-0.1746723890027778
DFMC_Wood,ALL,-2,-0.1829369178703703
DFMC_Wood,ALL,-3,-0.2118885637481482
DFMC_Wood,ALL,-4,-0.151714495037037
DFMC_Wood,ALL,-5,-0.0503415401462962
DFMC_Wood,ALL,-6,0.0344885674685185
DFMC_Wood,ALL,-7,0.0456882441351851
DFMC_Wood,ALL,-8,0.0088355196592592
DFMC_Wood,ALL,-9,0.0267230597314814
DFMC_Wood,ALL,-10,0.0444620947462962
DFMC_Wood,ALL,-11,0.1288873405444444
DFMC_Wood,ALL,-12,0.1120540331722222
DFMC_Wood,ALL,-13,0.0987337124925925
DFMC_Wood,ALL,-14,0.1307798069148148
DFMC_Wood,ALL,-15,0.21376571345
DFMC_Wood,ALL,-16,0.3621088548648148
DFMC_Wood,ALL,-17,0.3378653706259259
DFMC_Wood,ALL,-18,0.264434912961111
DFMC_Wood,ALL,-19,0.1276858214277778
DFMC_Wood,ALL,-20,0.0671178317796296
DFMC_Wood,ALL,-21,0.1016966622962963
DFMC_Wood,ALL,-22,0.192825316837037
DFMC_Wood,ALL,-23,0.1161003484962963
DFMC_Wood,ALL,-24,-0.0102440190907407
DFMC_Wood,ALL,-25,-0.0707866569925926
DFMC_Wood,ALL,-26,0.0114750441629629
DFMC_Wood,ALL,-27,0.0578591052314814
DFMC_Wood,ALL,-28,0.1308986353222222
DFMC_Wood,ALL,-29,0.1313140302777777
DFMC_Wood,ALL,-30,0.16862804965
SPEI3_SPEI3,MED,0,-1.458375
SPEI3_SPEI3,MED,-1,-1.545875
SPEI3_SPEI3,MED,-2,-1.4743333333333333
SPEI3_SPEI3,MED,-3,-1.2432083333333332
SPEI3_SPEI3,MED,-4,-0.8577083333333333
SPEI3_SPEI3,MED,-5,-0.5579583333333333
SPEI3_SPEI3,MED,-6,-0.4276666666666667
SPEI3_SPEI3,MED,-7,-0.4145416666666667
SPEI3_SPEI3,MED,-8,-0.335375
SPEI3_SPEI3,MED,-9,-0.2309583333333333
SPEI3_SPEI3,MED,-10,0.0204166666666666
SPEI3_SPEI3,MED,-11,-0.1022916666666666
SPEI3_SPEI3,MED,-12,-0.2533333333333333
SPEI3_SPEI3,MED,-13,-0.4691666666666667
SPEI3_SPEI3,MED,-14,-0.15625
SPEI3_SPEI3,MED,-15,0.3797499999999999
SPEI3_SPEI3,MED,-16,0.9335416666666668
SPEI3_SPEI3,MED,-17,0.9164166666666668
SPEI3_SPEI3,MED,-18,0.7754166666666666
SPEI3_SPEI3,MED,-19,0.6946666666666667
SPEI3_SPEI3,MED,-20,0.8725416666666667
SPEI3_SPEI3,MED,-21,0.852875
SPEI3_SPEI3,MED,-22,0.543625
SPEI3_SPEI3,MED,-23,0.34375
SPEI3_SPEI3,MED,-24,0.163125
SPEI3_SPEI3,MED,-25,0.017125
SPEI3_SPEI3,MED,-26,-0.2516666666666666
SPEI3_SPEI3,MED,-27,-0.4028333333333334
SPEI3_SPEI3,MED,-28,-0.502375
SPEI3_SPEI3,MED,-29,-0.5114583333333333
SPEI3_SPEI3,FOR,0,0.0565555555555555
SPEI3_SPEI3,FOR,-1,-0.4464999999999999
SPEI3_SPEI3,FOR,-2,-0.6733703703703704
SPEI3_SPEI3,FOR,-3,-1.0324074074074074
SPEI3_SPEI3,FOR,-4,-1.098925925925926
SPEI3_SPEI3,FOR,-5,-1.0138518518518518
SPEI3_SPEI3,FOR,-6,-0.9281851851851852
SPEI3_SPEI3,FOR,-7,-0.6844074074074074
SPEI3_SPEI3,FOR,-8,-0.6401481481481481
SPEI3_SPEI3,FOR,-9,-0.6537777777777778
SPEI3_SPEI3,FOR,-10,-1.1294814814814815
SPEI3_SPEI3,FOR,-11,-1.2375925925925926
SPEI3_SPEI3,FOR,-12,-1.2637407407407408
SPEI3_SPEI3,FOR,-13,-0.9604814814814814
SPEI3_SPEI3,FOR,-14,-0.6574814814814814
SPEI3_SPEI3,FOR,-15,-0.2971111111111111
SPEI3_SPEI3,FOR,-16,-0.0583703703703703
SPEI3_SPEI3,FOR,-17,0.0653333333333333
SPEI3_SPEI3,FOR,-18,-0.3633703703703703
SPEI3_SPEI3,FOR,-19,-0.3425555555555555
SPEI3_SPEI3,FOR,-20,-0.3841851851851852
SPEI3_SPEI3,FOR,-21,0.1168148148148148
SPEI3_SPEI3,FOR,-22,0.2264444444444444
SPEI3_SPEI3,FOR,-23,0.0513333333333333
SPEI3_SPEI3,FOR,-24,-0.0816296296296296
SPEI3_SPEI3,FOR,-25,0.0744814814814814
SPEI3_SPEI3,FOR,-26,0.047074074074074
SPEI3_SPEI3,FOR,-27,0.0385925925925926
SPEI3_SPEI3,FOR,-28,-0.2298148148148148
SPEI3_SPEI3,FOR,-29,-0.0507777777777777
VPD_VPD,DES,0,1.918386066
VPD_VPD,DES,-1,0.97599849915
VPD_VPD,DES,-2,0.7813626428333333
VPD_VPD,DES,-3,0.7221224593333333
VPD_VPD,DES,-4,0.6051310297666667
VPD_VPD,DES,-5,0.4369799535
VPD_VPD,DES,-6,-0.0053113572
VPD_VPD,DES,-7,0.5455930588
VPD_VPD,DES,-8,1.11512872
VPD_VPD,DES,-9,1.1211064377333335
VPD_VPD,DES,-10,0.3673770094666665
VPD_VPD,DES,-11,0.1106756498
VPD_VPD,DES,-12,0.1626114967
VPD_VPD,DES,-13,-0.1085459810666666
VPD_VPD,DES,-14,-1.2312658411666666
VPD_VPD,DES,-15,-2.0318138092
VPD_VPD,DES,-16,-1.9107241403333333
VPD_VPD,DES,-17,-1.5233477718666666
VPD_VPD,DES,-18,-0.9388629346
VPD_VPD,DES,-19,-0.5364800293333334
VPD_VPD,DES,-20,-0.272784325
VPD_VPD,DES,-21,-0.4152048534999999
VPD_VPD,DES,-22,-0.8922884829666667
VPD_VPD,DES,-23,-0.6090156920333335
VPD_VPD,DES,-24,-0.4653783843
VPD_VPD,DES,-25,0.2150538264333333
VPD_VPD,DES,-26,-0.2104405612
VPD_VPD,DES,-27,-0.6530821383666666
VPD_VPD,DES,-28,-1.1506923571333334
VPD_VPD,DES,-29,-0.6508047963333333
VPD_VPD,DES,-30,-0.4258007181999999
DFMC_Foliage,FOR,0,-0.2756382807555555
DFMC_Foliage,FOR,-1,-0.2386112768999999
DFMC_Foliage,FOR,-2,-0.4431331610666666
DFMC_Foliage,FOR,-3,-0.5903659368592593
DFMC_Foliage,FOR,-4,-0.6860651460703704
DFMC_Foliage,FOR,-5,-0.4416060786333333
DFMC_Foliage,FOR,-6,-0.1596071897259259
DFMC_Foliage,FOR,-7,0.0695164140037037
DFMC_Foliage,FOR,-8,0.1219634564925926
DFMC_Foliage,FOR,-9,-0.2001480212925925
DFMC_Foliage,FOR,-10,-0.4255127659592592
DFMC_Foliage,FOR,-11,-0.3231843645148147
DFMC_Foliage,FOR,-12,0.037290248737037
DFMC_Foliage,FOR,-13,0.2003567745407407
DFMC_Foliage,FOR,-14,0.1867900955555556
DFMC_Foliage,FOR,-15,0.1323419277962963
DFMC_Foliage,FOR,-16,0.2598260110888889
DFMC_Foliage,FOR,-17,0.2237669732111112
DFMC_Foliage,FOR,-18,0.172022414237037
DFMC_Foliage,FOR,-19,0.0785063283740741
DFMC_Foliage,FOR,-20,-0.0331970939592592
DFMC_Foliage,FOR,-21,-0.1697935061407406
DFMC_Foliage,FOR,-22,-0.3001752404444444
DFMC_Foliage,FOR,-23,-0.2721092692037036
DFMC_Foliage,FOR,-24,-0.350544908211111
DFMC_Foliage,FOR,-25,-0.1190307160925925
DFMC_Foliage,FOR,-26,0.0645953598777778
DFMC_Foliage,FOR,-27,0.3090752318777779
DFMC_Foliage,FOR,-28,0.2081296502333333
DFMC_Foliage,FOR,-29,0.0841085069814815
DFMC_Foliage,FOR,-30,0.2052013054888889
DFMC_Foliage,DES,0,0.0562858097
DFMC_Foliage,DES,-1,-0.0200146096499999
DFMC_Foliage,DES,-2,-0.0626021122
DFMC_Foliage,DES,-3,-0.1683707894333333
DFMC_Foliage,DES,-4,0.2352715602333333
DFMC_Foliage,DES,-5,0.3881001983333332
DFMC_Foliage,DES,-6,0.2417593415333333
DFMC_Foliage,DES,-7,-0.135068896
DFMC_Foliage,DES,-8,-0.2101314075
DFMC_Foliage,DES,-9,0.1523845606999999
DFMC_Foliage,DES,-10,0.1877261902333332
DFMC_Foliage,DES,-11,0.1250289424999999
DFMC_Foliage,DES,-12,-0.0357811208333333
DFMC_Foliage,DES,-13,-0.0612764236
DFMC_Foliage,DES,-14,0.0812171788666666
DFMC_Foliage,DES,-15,0.2408063088666666
DFMC_Foliage,DES,-16,0.5014892781333332
DFMC_Foliage,DES,-17,1.5830952698333334
DFMC_Foliage,DES,-18,1.6370629840333333
DFMC_Foliage,DES,-19,1.4094089739999998
DFMC_Foliage,DES,-20,0.4449331628666667
DFMC_Foliage,DES,-21,0.9051853197666668
DFMC_Foliage,DES,-22,2.2507343908666666
DFMC_Foliage,DES,-23,2.0307460300666667
DFMC_Foliage,DES,-24,1.3587623327000002
DFMC_Foliage,DES,-25,0.0005788667000002
DFMC_Foliage,DES,-26,0.0391347444666669
DFMC_Foliage,DES,-27,-0.0160488694666663
DFMC_Foliage,DES,-28,0.4519382888333336
DFMC_Foliage,DES,-29,0.522133286466667
DFMC_Foliage,DES,-30,0.5150459446333336
LAI_LAI,DES,0,-0.5890119737
LAI_LAI,DES,-1,-0.73313008155
LAI_LAI,DES,-2,-1.1174919598333333
LAI_LAI,DES,-3,-1.5408910143666663
LAI_LAI,DES,-4,-1.832180901
LAI_LAI,DES,-5,-1.4569186733333332
LAI_LAI,DES,-6,-0.7733006534333334
LAI_LAI,DES,-7,0.1749941138999999
LAI_LAI,DES,-8,0.6205485256
LAI_LAI,DES,-9,0.6025585777333333
LAI_LAI,DES,-10,0.4475396587666666
LAI_LAI,DES,-11,0.5791651483333333
LAI_LAI,DES,-12,0.8752918187000001
LAI_LAI,DES,-13,1.2947059409666666
LAI_LAI,DES,-14,1.9449284958
LAI_LAI,DES,-15,2.166193304333333
LAI_LAI,DES,-16,1.841991631
LAI_LAI,DES,-17,0.7666735377666667
LAI_LAI,DES,-18,0.2833922128666666
LAI_LAI,DES,-19,0.2001309512333333
LAI_LAI,DES,-20,0.5086455632333333
LAI_LAI,DES,-21,0.6358385375000001
LAI_LAI,DES,-22,0.6655125667333333
LAI_LAI,DES,-23,0.4918142777333333
LAI_LAI,DES,-24,0.3792904744666667
LAI_LAI,DES,-25,0.2188825121
LAI_LAI,DES,-26,0.3780199163333333
LAI_LAI,DES,-27,0.1959547133333333
LAI_LAI,DES,-28,-0.2070648777666666
LAI_LAI,DES,-29,-0.5186981324333333
LAI_LAI,DES,-30,-0.5112119462666667
SM1_SM1,MED,0,-0.9540070887625
SM1_SM1,MED,-1,-0.8287622634624999
SM1_SM1,MED,-2,-0.5878322085541666
SM1_SM1,MED,-3,-0.230770112675
SM1_SM1,MED,-4,0.0921543512625
SM1_SM1,MED,-5,-0.03462681885
SM1_SM1,MED,-6,-0.2625349313583333
SM1_SM1,MED,-7,-0.3692883902916666
SM1_SM1,MED,-8,-0.0440165149541666
SM1_SM1,MED,-9,0.0050359630916666
SM1_SM1,MED,-10,0.1833807742208333
SM1_SM1,MED,-11,0.3435793268416667
SM1_SM1,MED,-12,0.5835369490333333
SM1_SM1,MED,-13,0.4230213791666666
SM1_SM1,MED,-14,0.134825958475
SM1_SM1,MED,-15,0.2582549023625
SM1_SM1,MED,-16,0.5436173367583332
SM1_SM1,MED,-17,0.8330310185875
SM1_SM1,MED,-18,0.792047384
SM1_SM1,MED,-19,0.6756768253291666
SM1_SM1,MED,-20,0.5871973190625
SM1_SM1,MED,-21,0.3120462953916666
SM1_SM1,MED,-22,0.3664826214625
SM1_SM1,MED,-23,0.1642933933041666
SM1_SM1,MED,-24,0.4058675044625
SM1_SM1,MED,-25,0.2727000233625
SM1_SM1,MED,-26,0.3170034335166666
SM1_SM1,MED,-27,0.0903348376791667
SM1_SM1,MED,-28,0.1027190001083333
SM1_SM1,MED,-29,0.0614879244541666
SM1_SM1,MED,-30,-0.0842152043624999
SM1_SM1,FOR,0,-0.1753802480888888
SM1_SM1,FOR,-1,-0.2853325704111111
SM1_SM1,FOR,-2,-0.4789710977037038
SM1_SM1,FOR,-3,-0.7175706509555556
SM1_SM1,FOR,-4,-0.6197263355777778
SM1_SM1,FOR,-5,-0.3888141316740741
SM1_SM1,FOR,-6,-0.1701879599851851
SM1_SM1,FOR,-7,-0.1637685486333333
SM1_SM1,FOR,-8,-0.1766107239888888
SM1_SM1,FOR,-9,-0.635300915537037
SM1_SM1,FOR,-10,-0.8645132175074074
SM1_SM1,FOR,-11,-0.8086886572814815
SM1_SM1,FOR,-12,-0.2305308481888888
SM1_SM1,FOR,-13,-0.0614896074555555
SM1_SM1,FOR,-14,0.0035415507296296
SM1_SM1,FOR,-15,0.0985779924814815
SM1_SM1,FOR,-16,0.2270893574037037
SM1_SM1,FOR,-17,0.1967831288037037
SM1_SM1,FOR,-18,-0.0368993387074073
SM1_SM1,FOR,-19,-0.0780278705518518
SM1_SM1,FOR,-20,-0.4655272144037037
SM1_SM1,FOR,-21,-0.5723247719370371
SM1_SM1,FOR,-22,-0.5222098947185185
SM1_SM1,FOR,-23,-0.1166441723074074
SM1_SM1,FOR,-24,0.0595837989814814
SM1_SM1,FOR,-25,0.1294116315888889
SM1_SM1,FOR,-26,0.2595248907185185
SM1_SM1,FOR,-27,0.3148773716074073
SM1_SM1,FOR,-28,0.3242114753370371
SM1_SM1,FOR,-29,0.2478884499629629
SM1_SM1,FOR,-30,0.3244648125555555
